payment_type,payment_installments,seller_city,seller_state,review_score,order_status,product_category_name_english,customer_city,customer_state,order_purchase_year,order_purchase_mon,expected_vs_shipdate
credit_card,10,guariba,SP,5,delivered,watches_gifts,taubate,SP,2018,Apr,13
credit_card,2,blumenau,SC,5,delivered,watches_gifts,niteroi,RJ,2017,Jul,12
credit_card,1,sao paulo,SP,1,delivered,audio,rio de janeiro,RJ,2018,Apr,26
credit_card,1,curitiba,SP,5,delivered,bed_bath_table,londrina,PR,2017,May,18
credit_card,1,joinville,SC,5,delivered,sports_leisure,sao joao batista,SC,2017,Apr,15
credit_card,8,colombo,PR,2,delivered,watches_gifts,farroupilha,RS,2018,Apr,17
credit_card,1,curitiba,PR,4,delivered,furniture_decor,florianopolis,SC,2018,Jun,17
credit_card,1,sao paulo,SP,2,delivered,auto,sao paulo,SP,2017,Nov,14
credit_card,10,ibitinga,SP,4,delivered,bed_bath_table,fortaleza,CE,2017,Oct,4
credit_card,5,salvador,BA,5,delivered,telephony,paulistana,PI,2017,Oct,19
credit_card,5,salvador,BA,5,delivered,telephony,paulistana,PI,2017,Oct,19
credit_card,2,salvador,BA,5,delivered,telephony,paulistana,PI,2017,Oct,19
credit_card,2,salvador,BA,5,delivered,telephony,paulistana,PI,2017,Oct,19
credit_card,2,ibitinga,SP,4,delivered,bed_bath_table,patos de minas,MG,2018,Jan,16
credit_card,8,mogi mirim,SP,4,delivered,perfumery,niteroi,RJ,2018,Mar,-19
credit_card,5,riberao preto,SP,5,delivered,garden_tools,uberaba,MG,2018,Jul,20
credit_card,9,sao paulo,SP,4,delivered,housewares,americana,SP,2018,Jan,11
boleto,1,sorocaba,SP,5,delivered,market_place,jundiai,SP,2017,Feb,10
boleto,1,sorocaba,SP,5,delivered,market_place,jundiai,SP,2017,Feb,10
boleto,1,sao paulo,SP,5,delivered,fixed_telephony,rio de janeiro,RJ,2017,Jan,35
credit_card,1,sao paulo,SP,5,delivered,housewares,sao paulo,SP,2018,Jun,15
credit_card,1,navegantes,SC,4,delivered,perfumery,ribeirao preto,SP,2018,May,29
credit_card,3,nova iguacu,RJ,2,delivered,watches_gifts,manaus,AM,2017,May,22
credit_card,9,cafelandia,SP,5,delivered,pet_shop,montes claros,MG,2017,Mar,12
credit_card,5,sao paulo,SP,5,delivered,telephony,sao paulo,SP,2017,Oct,16
credit_card,5,sao paulo,SP,5,delivered,telephony,sao paulo,SP,2017,Oct,16
credit_card,10,presidente prudente,SP,5,delivered,sports_leisure,manaus,AM,2017,Nov,6
boleto,1,sao paulo,SP,2,delivered,furniture_decor,chapeco,SC,2018,Jan,19
boleto,1,sao paulo,SP,2,delivered,furniture_decor,chapeco,SC,2018,Jan,19
credit_card,3,sao paulo,SP,5,delivered,telephony,sao paulo,SP,2017,Aug,6
credit_card,7,porto alegre,RS,1,delivered,garden_tools,rio de janeiro,RJ,2017,Nov,12
credit_card,7,porto alegre,RS,1,delivered,garden_tools,rio de janeiro,RJ,2017,Nov,12
credit_card,1,belo horizonte,SP,5,delivered,perfumery,taboao da serra,SP,2018,May,14
credit_card,2,sao bernardo do campo,SP,5,delivered,bed_bath_table,sao paulo,SP,2017,Nov,9
credit_card,1,sao paulo,SP,5,delivered,electronics,rio de janeiro,RJ,2018,Mar,25
credit_card,1,sao paulo,SP,3,delivered,telephony,patos de minas,MG,2018,May,12
credit_card,1,atibaia,SP,5,delivered,food_drink,rio de janeiro,RJ,2017,Oct,-4
boleto,1,votorantim,SP,5,delivered,bed_bath_table,sao paulo,SP,2017,Mar,15
credit_card,8,ribeirao preto,SP,1,delivered,watches_gifts,sao paulo,SP,2018,Feb,-15
boleto,1,itaquaquecetuba,SP,4,delivered,office_furniture,rio de janeiro,RJ,2018,Jan,10
credit_card,4,sao paulo,SP,5,delivered,auto,barra do pirai,RJ,2017,Sep,9
credit_card,2,cajamar,SP,5,delivered,auto,sao goncalo,RJ,2018,May,6
boleto,1,porto alegre,RS,5,delivered,computers_accessories,sao luis,MA,2018,Jan,12
credit_card,3,salto,SP,5,delivered,sports_leisure,sarzedo,MG,2017,Jun,17
credit_card,6,ibitinga,SP,5,delivered,bed_bath_table,santo antonio de posse,SP,2017,Dec,14
credit_card,3,jacutinga,MG,5,delivered,housewares,santana de parnaiba,SP,2017,Mar,14
credit_card,4,santo andre,SP,3,delivered,health_beauty,santa isabel do para,PA,2017,Apr,26
credit_card,1,ibia,MG,5,delivered,sports_leisure,belo horizonte,MG,2018,Feb,9
credit_card,8,sao bernardo do campo,SP,1,delivered,health_beauty,joao pessoa,PB,2018,Jul,12
credit_card,8,palhoca,SC,1,delivered,health_beauty,joao pessoa,PB,2018,Jul,12
debit_card,1,sao paulo,SP,1,invoiced,stationery,sao paulo,SP,2018,Jul,
credit_card,1,rio do sul,SC,5,delivered,sports_leisure,curitiba,PR,2018,May,12
credit_card,1,capivari,SP,5,delivered,toys,sao paulo,SP,2018,Apr,11
credit_card,1,belo horizonte,MG,5,shipped,computers_accessories,diadema,SP,2018,Apr,
credit_card,1,vicente de carvalho,SP,3,delivered,food,guaruja,SP,2018,Apr,12
credit_card,2,sumare,SP,5,delivered,watches_gifts,sao paulo,SP,2018,Apr,6
debit_card,1,cariacica,ES,3,delivered,garden_tools,guarulhos,SP,2017,Apr,7
credit_card,1,jaguariuna,SP,3,delivered,housewares,rio de janeiro,RJ,2018,Feb,-22
credit_card,2,ibitinga,SP,4,delivered,bed_bath_table,sao paulo,SP,2018,Aug,5
credit_card,1,sao paulo,SP,5,delivered,perfumery,sorocaba,SP,2018,Jul,6
boleto,1,votuporanga,SP,3,delivered,sports_leisure,ferraz de vasconcelos,SP,2017,Feb,15
credit_card,4,sao paulo,SP,5,delivered,housewares,santa rita,PB,2018,Aug,2
credit_card,1,maringa,PR,5,delivered,electronics,sao paulo,SP,2017,Oct,8
boleto,1,sumare,SP,5,delivered,watches_gifts,formosa,GO,2017,Nov,6
credit_card,3,bauru,SP,5,delivered,auto,sao paulo,SP,2018,Jun,20
credit_card,3,bauru,SP,5,delivered,auto,sao paulo,SP,2018,Jun,20
credit_card,3,bauru,SP,5,delivered,auto,sao paulo,SP,2018,Jun,20
credit_card,3,bauru,SP,5,delivered,auto,sao paulo,SP,2018,Jun,20
credit_card,1,mogi das cruzes,SP,5,delivered,toys,valinhos,SP,2018,Feb,5
boleto,1,sao paulo,SP,3,delivered,housewares,cruzeiro,SP,2018,May,9
boleto,1,londrina,PR,5,delivered,health_beauty,sao paulo,SP,2018,May,15
boleto,1,pedreira,SP,5,delivered,housewares,cacapava,SP,2017,Oct,12
boleto,1,pedreira,SP,5,delivered,housewares,cacapava,SP,2017,Oct,12
boleto,1,pedreira,SP,5,delivered,housewares,cacapava,SP,2017,Oct,12
boleto,1,pedreira,SP,5,delivered,housewares,cacapava,SP,2017,Oct,12
credit_card,1,betim,MG,5,delivered,health_beauty,santana de parnaiba,SP,2017,May,19
credit_card,4,ibitinga,SP,4,delivered,bed_bath_table,vitoria da conquista,BA,2017,Apr,19
boleto,1,volta redonda,SP,3,delivered,cool_stuff,guanambi,BA,2017,Jul,18
boleto,1,volta redonda,SP,3,delivered,cool_stuff,guanambi,BA,2017,Jul,18
credit_card,8,flores da cunha,RS,5,delivered,bed_bath_table,estrela,RS,2018,Jul,15
boleto,1,sao paulo,SP,4,delivered,toys,marica,RJ,2017,Nov,13
credit_card,4,santo andre,SP,5,delivered,health_beauty,natal,RN,2017,Sep,16
credit_card,2,cruzeiro,SP,5,delivered,toys,rio de janeiro,RJ,2018,Jun,33
credit_card,10,itaquaquecetuba,SP,5,delivered,office_furniture,tambau,SP,2018,Mar,14
boleto,1,limeira,SP,5,delivered,pet_shop,jandira,SP,2017,Nov,7
credit_card,1,sao jose do rio preto,SP,4,delivered,garden_tools,valinhos,SP,2018,May,12
credit_card,2,hortolandia,SP,5,delivered,health_beauty,pelotas,RS,2018,Jun,19
voucher,1,sao paulo,SP,3,shipped,health_beauty,rio de janeiro,RJ,2018,Jul,
voucher,1,sao paulo,SP,3,shipped,health_beauty,rio de janeiro,RJ,2018,Jul,
voucher,1,sao paulo,SP,3,shipped,health_beauty,rio de janeiro,RJ,2018,Jul,
credit_card,1,jaragua do sul,SC,5,delivered,auto,curitiba,PR,2018,Aug,3
boleto,1,piracicaba,SP,1,delivered,bed_bath_table,jaguariuna,SP,2018,Jun,19
boleto,1,piracicaba,SP,1,delivered,bed_bath_table,jaguariuna,SP,2018,Jun,19
boleto,1,lauro de freitas,BA,5,delivered,computers,santo amaro,BA,2017,Sep,5
credit_card,10,itaquaquecetuba,SP,5,delivered,office_furniture,carmo do paranaiba,MG,2017,Feb,20
credit_card,10,itaquaquecetuba,SP,5,delivered,office_furniture,carmo do paranaiba,MG,2017,Feb,20
credit_card,1,sorocaba,SP,5,delivered,bed_bath_table,ribeirao pires,SP,2017,Aug,9
voucher,1,sorocaba,SP,5,delivered,bed_bath_table,ribeirao pires,SP,2017,Aug,9
credit_card,3,juiz de fora,MG,4,delivered,kitchen_dining_laundry_garden_furniture,campina grande,PB,2017,Nov,4
boleto,1,curitiba,PR,4,delivered,small_appliances,salvador,BA,2017,Jul,-1
credit_card,5,foz do iguacu,PR,1,delivered,auto,curitiba,PR,2017,Jan,33
credit_card,5,foz do iguacu,PR,1,delivered,auto,curitiba,PR,2017,Jan,33
boleto,1,brasilia,DF,5,delivered,computers_accessories,cidade ocidental,GO,2017,Aug,10
credit_card,10,sao paulo,SP,5,delivered,furniture_decor,luis eduardo magalhaes,BA,2017,Nov,8
credit_card,10,sao paulo,SP,5,delivered,furniture_decor,luis eduardo magalhaes,BA,2017,Nov,8
credit_card,10,sao paulo,SP,5,delivered,furniture_decor,luis eduardo magalhaes,BA,2017,Nov,8
credit_card,7,sao paulo,SP,1,delivered,toys,trajano de moraes,RJ,2017,Dec,-8
credit_card,7,rio de janeiro,RJ,1,processing,watches_gifts,sao paulo,SP,2017,Dec,
boleto,1,itaquaquecetuba,SP,2,delivered,office_furniture,sao jose dos campos,SP,2017,Jun,10
credit_card,5,sao paulo,SP,5,delivered,stationery,sao paulo,SP,2017,Aug,3
credit_card,5,palhoca,SC,5,delivered,sports_leisure,sao gabriel do oeste,MS,2018,Jul,24
credit_card,3,barueri,SP,3,delivered,toys,franco da rocha,SP,2017,Mar,13
credit_card,1,praia grande,SP,5,delivered,sports_leisure,maua,SP,2017,Dec,13
credit_card,3,hortolandia,SP,4,delivered,health_beauty,vitoria,ES,2018,Jun,3
credit_card,6,ibitinga,SP,5,delivered,bed_bath_table,birigui,SP,2017,Nov,7
boleto,1,mogi das cruzes,SP,5,delivered,stationery,sao paulo,SP,2018,May,5
credit_card,2,araucaria,PR,5,delivered,perfumery,brasilia,DF,2018,Apr,17
credit_card,8,guarulhos,SP,3,delivered,housewares,jaragua do sul,SC,2018,Feb,-1
credit_card,8,apucarana,PR,5,delivered,baby,janauba,MG,2018,Jul,19
credit_card,3,sao paulo,SP,5,delivered,toys,santa cruz do rio pardo,SP,2018,Apr,14
boleto,1,campinas,SP,5,delivered,telephony,juiz de fora,MG,2018,May,14
credit_card,6,santa barbara d´oeste,SP,5,delivered,baby,varginha,MG,2018,Apr,8
credit_card,1,sao paulo,SP,5,delivered,stationery,sao goncalo,RJ,2018,Mar,0
credit_card,1,campo limpo paulista,SP,5,delivered,stationery,osasco,SP,2017,Sep,8
credit_card,1,blumenau,SC,5,delivered,computers_accessories,teresopolis,RJ,2018,Feb,15
credit_card,1,atibaia,SP,5,delivered,food,sao paulo,SP,2018,Jun,21
credit_card,10,ilicinea,MG,5,delivered,computers_accessories,salvador,BA,2018,Jun,20
credit_card,3,sao paulo,SP,3,delivered,furniture_decor,salvador,BA,2018,May,4
credit_card,1,ouro fino,MG,1,delivered,pet_shop,sao joao del rei,MG,2018,Mar,-19
credit_card,5,campinas,SP,5,delivered,telephony,nova lima,MG,2018,May,14
credit_card,3,cascavel,PR,5,delivered,consoles_games,itapetininga,SP,2017,Jan,18
credit_card,1,cascavel,PR,2,delivered,furniture_decor,campina das missoes,RS,2018,Jul,13
credit_card,2,cariacica,ES,5,delivered,garden_tools,carvalhopolis,MG,2017,Oct,23
credit_card,5,sao paulo,SP,5,delivered,computers_accessories,pereira barreto,SP,2017,Oct,10
credit_card,1,assis,SP,3,delivered,flowers,contagem,MG,2018,May,3
credit_card,3,guarulhos,SP,4,delivered,auto,santa barbara d'oeste,SP,2017,Dec,5
credit_card,2,sao paulo,SP,5,delivered,perfumery,jundiai,SP,2018,Mar,6
credit_card,1,curitiba,PR,3,delivered,fashion_bags_accessories,xaxim,SC,2017,Jul,10
credit_card,2,ilicinea,MG,5,delivered,garden_tools,mococa,SP,2017,Oct,22
credit_card,1,sao paulo,SP,1,delivered,electronics,belem,PA,2018,Aug,16
boleto,1,porto alegre,RS,4,delivered,electronics,primavera do leste,MT,2017,Mar,13
credit_card,3,belo horizonte,MG,5,delivered,fashion_bags_accessories,governador valadares,MG,2018,Aug,11
boleto,1,sao paulo,SP,5,delivered,christmas_supplies,jandira,SP,2018,Feb,4
credit_card,10,sao jose dos campos,SP,5,delivered,housewares,cordeiropolis,SP,2017,Dec,18
credit_card,2,sao paulo,SP,5,delivered,health_beauty,brasilia,DF,2018,May,7
credit_card,10,curitiba,PR,4,delivered,health_beauty,uberlandia,MG,2017,Jun,6
credit_card,10,sao paulo,SP,1,delivered,health_beauty,camaqua,RS,2017,May,20
credit_card,1,ibitinga,SP,4,delivered,bed_bath_table,rio de janeiro,RJ,2017,Dec,12
boleto,1,fazenda rio grande,PR,5,delivered,sports_leisure,sao jose dos pinhais,PR,2018,Jun,10
boleto,1,fazenda rio grande,PR,5,delivered,sports_leisure,sao jose dos pinhais,PR,2018,Jun,10
credit_card,4,ibitinga,SP,3,delivered,bed_bath_table,matoes do norte,MA,2017,Nov,-36
credit_card,3,petropolis,RJ,5,delivered,health_beauty,brasilia,DF,2017,Nov,13
credit_card,1,mineiros do tiete,SP,5,delivered,health_beauty,sao paulo,SP,2018,Jan,14
boleto,1,claudio,MG,5,delivered,sports_leisure,capinopolis,MG,2018,Mar,0
credit_card,1,penapolis,SP,5,delivered,fashion_shoes,cidreira,RS,2017,Nov,10
credit_card,8,santo andre,SP,4,delivered,health_beauty,rio de janeiro,RJ,2017,Oct,12
credit_card,1,itatiba,SP,5,delivered,baby,diadema,SP,2017,Nov,9
credit_card,3,joinville,SC,5,delivered,toys,belo horizonte,MG,2017,Mar,21
credit_card,4,santo andre,SP,1,delivered,telephony,sao borja,RS,2018,Jul,25
credit_card,1,sao paulo,SP,4,delivered,electronics,apucarana,PR,2018,Apr,18
credit_card,2,sao jose do rio preto,SP,4,delivered,garden_tools,sao vicente,SP,2017,Dec,8
credit_card,1,sao paulo,SP,5,delivered,furniture_decor,ribeirao preto,SP,2017,Apr,14
credit_card,1,campinas,SP,1,delivered,perfumery,santa barbara d'oeste,SP,2018,May,3
boleto,1,mogi guacu,SP,5,delivered,fashion_bags_accessories,sao paulo,SP,2017,Mar,25
credit_card,2,colorado,PR,3,delivered,furniture_decor,santo andre,SP,2017,Apr,2
credit_card,6,ibitinga,SP,5,delivered,bed_bath_table,sao paulo,SP,2017,Aug,19
credit_card,1,sao paulo,SP,4,delivered,bed_bath_table,brasilia,DF,2018,Feb,9
credit_card,1,sao bernardo do campo,SP,3,delivered,sports_leisure,rio de janeiro,RJ,2018,Aug,20
credit_card,1,recife,PE,4,delivered,computers_accessories,tres coracoes,MG,2018,Jan,21
credit_card,2,ilicinea,MG,1,delivered,garden_tools,marica,RJ,2017,Nov,-7
voucher,1,ibitinga,SP,5,delivered,bed_bath_table,santos,SP,2017,Nov,6
voucher,1,ibitinga,SP,5,delivered,bed_bath_table,santos,SP,2017,Nov,6
credit_card,1,campo limpo paulista,SP,5,delivered,toys,sao bernardo do campo,SP,2017,Oct,16
credit_card,8,nova iguacu,RJ,4,delivered,watches_gifts,lajeado,RS,2018,Jan,14
credit_card,2,sao paulo,SP,5,delivered,musical_instruments,sao paulo,SP,2018,Feb,7
credit_card,2,sao paulo,SP,5,delivered,musical_instruments,sao paulo,SP,2018,Feb,7
credit_card,1,ibitinga,SP,4,delivered,bed_bath_table,rio de janeiro,RJ,2017,Oct,6
credit_card,10,ibitinga,SP,5,delivered,furniture_decor,praia grande,SC,2017,Oct,13
boleto,1,sao jose do rio preto,SP,5,delivered,garden_tools,sao jose do rio preto,SP,2017,Dec,11
boleto,1,penapolis,SP,4,delivered,auto,santa cruz do sul,RS,2018,May,16
credit_card,10,sao paulo,SP,5,delivered,cool_stuff,jaguariaiva,PR,2017,Jun,9
credit_card,1,cotia,SP,5,delivered,sports_leisure,foz do iguacu,PR,2018,May,10
credit_card,2,belo horizonte,MG,4,delivered,housewares,belo horizonte,MG,2018,Jul,5
credit_card,1,mogi das cruzes,SP,5,delivered,toys,monte santo de minas,MG,2018,Jul,6
credit_card,2,sao paulo,SP,5,delivered,toys,sao paulo,SP,2017,Aug,6
credit_card,1,ribeirao preto,SP,5,delivered,computers_accessories,rio das ostras,RJ,2017,Nov,3
credit_card,1,ribeirao preto,SP,5,delivered,computers_accessories,rio das ostras,RJ,2017,Nov,3
credit_card,3,ibitinga,SP,5,delivered,furniture_bedroom,sao joao da boa vista,SP,2018,Jul,6
credit_card,3,ibitinga,SP,5,delivered,furniture_bedroom,sao joao da boa vista,SP,2018,Jul,6
credit_card,4,sao paulo,SP,5,delivered,cool_stuff,martinopolis,SP,2018,Apr,19
credit_card,4,sao paulo,SP,5,delivered,cool_stuff,martinopolis,SP,2018,Apr,19
credit_card,1,ilicinea,MG,5,delivered,garden_tools,sumare,SP,2018,May,6
credit_card,2,ribeirao preto / sao paulo,SP,5,delivered,toys,uberaba,MG,2018,Aug,6
credit_card,5,barueri,SP,5,delivered,watches_gifts,marica,RJ,2017,Oct,9
credit_card,3,sao paulo,SP,5,delivered,bed_bath_table,belo horizonte,MG,2017,Sep,16
credit_card,3,sao paulo,SP,5,delivered,bed_bath_table,belo horizonte,MG,2017,Sep,16
boleto,1,sao paulo,SP,1,delivered,toys,volta redonda,RJ,2018,Feb,-23
boleto,1,jundiai,SP,5,delivered,housewares,belo oriente,MG,2017,Oct,14
credit_card,2,rio de janeiro,RJ,5,delivered,sports_leisure,sao bernardo do campo,SP,2018,Aug,0
boleto,1,carapicuiba,SP,5,delivered,health_beauty,riqueza,SC,2018,Jul,8
boleto,1,osasco,SP,3,delivered,home_confort,sao paulo,SP,2017,Dec,7
credit_card,4,florianopolis,SC,5,delivered,sports_leisure,vitoria,ES,2017,Aug,17
credit_card,4,florianopolis,SC,5,delivered,sports_leisure,vitoria,ES,2017,Aug,17
credit_card,1,atibaia,SP,1,delivered,food,brasilia,DF,2018,Mar,-3
voucher,1,ilicinea,MG,3,delivered,computers_accessories,mogi-guacu,SP,2018,May,28
credit_card,1,maringa,PR,5,delivered,electronics,sapucaia do sul,RS,2018,Apr,1
credit_card,6,votuporanga,SP,5,delivered,sports_leisure,ouro branco,MG,2017,Sep,18
credit_card,4,brasilia,DF,3,delivered,health_beauty,santarem,PA,2017,Mar,6
credit_card,4,ibitinga,SP,5,delivered,bed_bath_table,londrina,PR,2018,Feb,5
credit_card,3,sao paulo,SP,5,delivered,bed_bath_table,sao paulo,SP,2018,Jan,14
credit_card,1,goiania,GO,5,delivered,dvds_blu_ray,santo andre,SP,2018,Jun,20
boleto,1,sao jose do rio preto,SP,5,delivered,garden_tools,tramandai,RS,2018,Jan,21
credit_card,4,tres coracoes,MG,5,delivered,bed_bath_table,franco da rocha,SP,2017,Mar,9
credit_card,1,campinas,SP,5,delivered,telephony,brasilia,DF,2018,Jul,10
credit_card,6,santa barbara d'oeste,SP,5,delivered,furniture_decor,juiz de fora,MG,2018,Jan,9
debit_card,1,sao paulo,SP,5,delivered,fashion_bags_accessories,sao paulo,SP,2018,Jul,1
credit_card,1,maringa,PR,3,delivered,cool_stuff,sao paulo,SP,2018,Aug,25
credit_card,2,limeira,SP,5,delivered,furniture_decor,itatiba,SP,2017,Oct,2
credit_card,1,santo andre,SP,4,delivered,health_beauty,americana,SP,2017,Oct,15
credit_card,10,cascavel,PR,5,delivered,housewares,sao paulo,SP,2017,Aug,3
credit_card,10,cascavel,PR,5,delivered,housewares,sao paulo,SP,2017,Aug,3
credit_card,2,ibitinga,SP,3,delivered,bed_bath_table,florianopolis,SC,2018,Mar,4
credit_card,5,jau,SP,1,delivered,sports_leisure,campo grande,MS,2017,Jul,11
credit_card,5,jau,SP,1,delivered,sports_leisure,campo grande,MS,2017,Jul,11
credit_card,5,jau,SP,1,delivered,sports_leisure,campo grande,MS,2017,Jul,11
credit_card,1,salto,SP,5,delivered,perfumery,sao bernardo do campo,SP,2017,Mar,14
voucher,1,sao paulo,SP,4,delivered,health_beauty,pocos de caldas,MG,2017,Sep,12
credit_card,5,sao paulo,SP,4,delivered,cool_stuff,nilopolis,RJ,2017,Oct,13
boleto,1,sao paulo,SP,3,delivered,watches_gifts,porto alegre,RS,2018,Aug,-7
credit_card,1,santo andre,SP,4,delivered,health_beauty,montes claros,MG,2017,May,20
credit_card,1,ibitinga,SP,4,delivered,baby,santos,SP,2018,Aug,-3
boleto,1,blumenau,SC,1,delivered,watches_gifts,bom despacho,MG,2017,Oct,21
boleto,1,sao paulo,SP,5,delivered,health_beauty,sao paulo,SP,2017,Oct,7
credit_card,6,araguari,MG,5,delivered,housewares,mozarlandia,GO,2017,Aug,20
credit_card,18,ibitinga,SP,1,delivered,home_confort,ariranha,SP,2017,Oct,6
credit_card,4,osasco,SP,4,delivered,auto,campo grande,MS,2018,Mar,3
credit_card,2,sao paulo,SP,5,delivered,garden_tools,parnamirim,RN,2017,Mar,23
credit_card,2,guarulhos,SP,5,delivered,industry_commerce_and_business,osasco,SP,2018,Jan,8
credit_card,6,ibitinga,SP,5,delivered,bed_bath_table,diadema,SP,2018,Aug,9
credit_card,2,franca,SP,5,delivered,health_beauty,brasilia,DF,2018,Jan,13
credit_card,1,sao paulo,SP,4,delivered,stationery,sao paulo,SP,2017,Mar,14
credit_card,4,santa barbara d'oeste,SP,5,delivered,furniture_decor,novo hamburgo,RS,2018,Mar,17
boleto,1,sao paulo,SP,5,delivered,furniture_decor,rio de janeiro,RJ,2018,Jan,19
boleto,1,sao paulo,SP,5,delivered,furniture_decor,rio de janeiro,RJ,2018,Jan,19
boleto,1,sao paulo,SP,5,delivered,furniture_decor,rio de janeiro,RJ,2018,Jan,19
boleto,1,sao paulo,SP,5,delivered,furniture_decor,rio de janeiro,RJ,2018,Jan,19
credit_card,6,belo horizonte,MG,4,delivered,health_beauty,rio bananal,ES,2017,Mar,14
credit_card,5,jacarei,SP,5,delivered,pet_shop,itapolis,SP,2017,May,16
boleto,1,curitiba,PR,1,delivered,housewares,miguel calmon,BA,2017,Sep,-9
credit_card,1,rio de janeiro,RJ,5,delivered,sports_leisure,rio de janeiro,RJ,2017,Oct,6
boleto,1,bebedouro,SP,5,delivered,auto,morada nova,CE,2018,Apr,12
credit_card,8,belo horizonte,MG,1,delivered,furniture_decor,sumare,SP,2017,Feb,30
